,Kode Premis,Kalimat Premis,Kode Hypotesis,Kalimat Hypothesis,Anotator I,Anotator II,Anotator III,Anotator IV,Anotator V,Kesimpulan,Genre,Sumber
105,P3036,"Dinas Kesehatan Provinsi Bali kembali terima vaksin Covid-19 jenis Sinovac pada, Jumat (5 Maret 2021).",H336001,Dinas Kesehatan Provinsi Bali menerima vaksi DB,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Berita,https://bali.tribunnews.com/2021/03/05/lagi-vaksin-covid-19-jenis-sinovac-datang-ke-bali-sebanyak-10-ribu-vial.
106,P3036,"Dinas Kesehatan Provinsi Bali kembali terima vaksin Covid-19 jenis Sinovac pada, Jumat (5 Maret 2021).",H336002,Vaksin tersebut diterima pada hari jumat,neutral,neutral,neutral,neutral,contradiction,neutral,Berita,https://bali.tribunnews.com/2021/03/05/lagi-vaksin-covid-19-jenis-sinovac-datang-ke-bali-sebanyak-10-ribu-vial.
107,P3036,"Dinas Kesehatan Provinsi Bali kembali terima vaksin Covid-19 jenis Sinovac pada, Jumat (5 Maret 2021).",H336003,Dinas Kesehatan Provinsi Bali menerima vaksin pada hari jumat,entailment,entailment,entailment,entailment,entailment,entailment,Berita,https://bali.tribunnews.com/2021/03/05/lagi-vaksin-covid-19-jenis-sinovac-datang-ke-bali-sebanyak-10-ribu-vial.
108,P3037,Pernikahan mereka hanya tinggal dua minggu lagi dan Cinta merasa tidak sabar menunggu saat itu tiba .,H337001,Cinta tidak sabar menunggu pernikahannya,neutral,neutral,neutral,neutral,entailment,neutral,Novel,Akulah Cintamu by Rustina Zahra
109,P3037,Pernikahan mereka hanya tinggal dua minggu lagi dan Cinta merasa tidak sabar menunggu saat itu tiba .,H337002,Pernikahan akan dilakukan 3 minggu lagi,entailment,entailment,entailment,entailment,neutral,entailment,Novel,Akulah Cintamu by Rustina Zahra
110,P3037,Pernikahan mereka hanya tinggal dua minggu lagi dan Cinta merasa tidak sabar menunggu saat itu tiba .,H337003,Mereka akan menikah,entailment,entailment,entailment,entailment,entailment,entailment,Novel,Akulah Cintamu by Rustina Zahra
111,P3038,"Aku sangat hobi membaca novel . Seperti saat ini , aku sedang asyik membaca novel bernuansa romansa , tapi terganggu karena teriakan cempreng adikku dari luar kamar .",H338001,Aku hobi berenang,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,Sejoli by dmliza
112,P3038,"Aku sangat hobi membaca novel . Seperti saat ini , aku sedang asyik membaca novel bernuansa romansa , tapi terganggu karena teriakan cempreng adikku dari luar kamar .",H338002,Aku sedang asyik membaca novel,neutral,neutral,neutral,neutral,entailment,neutral,Novel,Sejoli by dmliza
113,P3038,"Aku sangat hobi membaca novel . Seperti saat ini , aku sedang asyik membaca novel bernuansa romansa , tapi terganggu karena teriakan cempreng adikku dari luar kamar .",H338003,Adikku meneriakiku dari luar kamar,entailment,entailment,entailment,entailment,entailment,entailment,Novel,Sejoli by dmliza
114,P3039,Aku sedang sibuk menggambar sebuah rancangan gaun di buku sketsa . Tanganku asyik dan lihai mencoret - coret dan melukis di buku gambar tersebut . ,H339001,Aku sedang mennggambarkan sketsa pakaian,neutral,neutral,neutral,neutral,entailment,neutral,Novel,Kakak Iparku Ayah Anakku by Suci Pratami
115,P3039,Aku sedang sibuk menggambar sebuah rancangan gaun di buku sketsa . Tanganku asyik dan lihai mencoret - coret dan melukis di buku gambar tersebut . ,H339002,Aku melukis sketsa di buku tulis,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,Kakak Iparku Ayah Anakku by Suci Pratami
116,P3039,Aku sedang sibuk menggambar sebuah rancangan gaun di buku sketsa . Tanganku asyik dan lihai mencoret - coret dan melukis di buku gambar tersebut . ,H339003,Sketsa gaun sedang aku gambar di buku gambar,entailment,entailment,entailment,entailment,entailment,entailment,Novel,Kakak Iparku Ayah Anakku by Suci Pratami
117,P3040,"Awal tahun 1948, Muso baru kembali dari Moskwa dengan menawarkan doktrin “Jalan Baru” sebagai strategi perjuangan bangsa yang berbeda dari strategi yang dijalankan pemerintah Soekarno-Hatta.",H340001,"Muso menawarkan doktrin ""Jalan Lama""",contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
118,P3040,"Awal tahun 1948, Muso baru kembali dari Moskwa dengan menawarkan doktrin “Jalan Baru” sebagai strategi perjuangan bangsa yang berbeda dari strategi yang dijalankan pemerintah Soekarno-Hatta.",H340002,Muso kembali dari Moskwa,entailment,entailment,entailment,entailment,neutral,entailment,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
119,P3040,"Awal tahun 1948, Muso baru kembali dari Moskwa dengan menawarkan doktrin “Jalan Baru” sebagai strategi perjuangan bangsa yang berbeda dari strategi yang dijalankan pemerintah Soekarno-Hatta.",H340003,Soekarno-Hatta memiliki startegi pemerintah,neutral,neutral,neutral,neutral,neutral,neutral,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
120,P3041,Belanda melancarkan agresi militer dengan menduduki ibu kota Yogyakarta pada 19 Desember 1948.,H341001,Belanda melancarkan agresi militer pada tahun 1948,entailment,entailment,entailment,entailment,entailment,entailment,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
121,P3041,Belanda melancarkan agresi militer dengan menduduki ibu kota Yogyakarta pada 19 Desember 1948.,H341002,Belanda ingin menduduki ibu kota Jakarta,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
122,P3041,Belanda melancarkan agresi militer dengan menduduki ibu kota Yogyakarta pada 19 Desember 1948.,H341003,Agresi yang dilakukan Belanda bertujuan menduduki Yogyakarta,neutral,neutral,neutral,entailment,entailment,neutral,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
123,P3042,"Siang itu, aku sedang duduk di depan televisi, menenton seorang wanita dengan mikrofon yang dipegangnya di depan dada, membaca sebuah berita.",H342001,Aku menonton televisi malam hari,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,Kenangan Semusim by Yas.
124,P3042,"Siang itu, aku sedang duduk di depan televisi, menenton seorang wanita dengan mikrofon yang dipegangnya di depan dada, membaca sebuah berita.",H342002,Aku menonton acara berita,neutral,neutral,entailment,neutral,entailment,neutral,Novel,Kenangan Semusim by Yas.
125,P3042,"Siang itu, aku sedang duduk di depan televisi, menenton seorang wanita dengan mikrofon yang dipegangnya di depan dada, membaca sebuah berita.",H342003,Perempuan tersebut adalah Presenter Berita,entailment,entailment,entailment,neutral,entailment,entailment,Novel,Kenangan Semusim by Yas.
126,P3043,Aku senang melihat ekspresi yang dikeluarkan papa saat dia berdebat tentang siapa yang akan menang dalam persaingan di luar sana,H343001,Aku sedang melihat papa,neutral,neutral,neutral,entailment,entailment,neutral,Novel,Kenangan Semusim by Yas.
127,P3043,Aku senang melihat ekspresi yang dikeluarkan papa saat dia berdebat tentang siapa yang akan menang dalam persaingan di luar sana,H343002,Papa ikut bersaing di luar sana,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,Kenangan Semusim by Yas.
128,P3043,Aku senang melihat ekspresi yang dikeluarkan papa saat dia berdebat tentang siapa yang akan menang dalam persaingan di luar sana,H343003,Papa seorang wartawan,neutral,entailment,neutral,contradiction,neutral,neutral,Novel,Kenangan Semusim by Yas.
129,P3044,"Aku sedah berbaris, memandangi kakak-kakak kelas yang sibuk mondar-mandir di depan sambil melantunkan beberapa peraturan yang dibuat selama 3 hari MOS",H344001,Aku seorang murid baru sekolah,neutral,entailment,neutral,entailment,entailment,entailment,Novel,Yesterday Love by Indi Vidyafi (ISBN 978-602-443-487-8)
130,P3044,"Aku sedah berbaris, memandangi kakak-kakak kelas yang sibuk mondar-mandir di depan sambil melantunkan beberapa peraturan yang dibuat selama 3 hari MOS",H344002,Aku sedang mendengarkan peraturan MOS yang dibuat selama 4 Hari,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,Yesterday Love by Indi Vidyafi (ISBN 978-602-443-487-8)
131,P3044,"Aku sedah berbaris, memandangi kakak-kakak kelas yang sibuk mondar-mandir di depan sambil melantunkan beberapa peraturan yang dibuat selama 3 hari MOS",H344003,Kakak kelas sedang tidak sibuk dikelas,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,Yesterday Love by Indi Vidyafi (ISBN 978-602-443-487-8)
132,P3045,"Ya, aku dengar kakak - kakak kelas membicarakan Bara yang katanya pernah membuat onar dengan teman satu sekolahnya, sampai-sampai temannya itu pindah sekolah",H345001,Bara membuat onar di sekolahnya,entailment,entailment,entailment,neutral,neutral,entailment,Novel,Yesterday Love by Indi Vidyafi (ISBN 978-602-443-487-8)
133,P3045,"Ya, aku dengar kakak - kakak kelas membicarakan Bara yang katanya pernah membuat onar dengan teman satu sekolahnya, sampai-sampai temannya itu pindah sekolah",H345002,Bara seorang murid yang baik dan pintar,contradiction,contradiction,neutral,contradiction,neutral,contradiction,Novel,Yesterday Love by Indi Vidyafi (ISBN 978-602-443-487-8)
134,P3045,"Ya, aku dengar kakak - kakak kelas membicarakan Bara yang katanya pernah membuat onar dengan teman satu sekolahnya, sampai-sampai temannya itu pindah sekolah",H345003,Kakak kelas membicaran kelakuan temannya,neutral,neutral,contradiction,contradiction,neutral,neutral,Novel,Yesterday Love by Indi Vidyafi (ISBN 978-602-443-487-8)
135,P3046,Masa Orientasi Siswa sudah selesai . Sekolah kembali berlangsung normal . Siswa baru sudah mulai membaur dan menyesuaikan diri dengan lingkungannya .,H346001,Siswa baru sudah selesai Masa Orientasi Siswa,entailment,entailment,entailment,neutral,entailment,entailment,Novel,Yesterday Love by Indi Vidyafi (ISBN 978-602-443-487-8)
136,P3046,Masa Orientasi Siswa sudah selesai . Sekolah kembali berlangsung normal . Siswa baru sudah mulai membaur dan menyesuaikan diri dengan lingkungannya .,H346002,Siswa baru akan melaksanakan Ujian Akhir Semester,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,Yesterday Love by Indi Vidyafi (ISBN 978-602-443-487-8)
137,P3046,Masa Orientasi Siswa sudah selesai . Sekolah kembali berlangsung normal . Siswa baru sudah mulai membaur dan menyesuaikan diri dengan lingkungannya .,H346003,Siswa baru mulai belajar di kelas,neutral,neutral,entailment,neutral,neutral,neutral,Novel,Yesterday Love by Indi Vidyafi (ISBN 978-602-443-487-8)
138,P3047,"Aku juga nggak mungkin jadi pacar apalagi suami kamu . Maaf, kamu bukan tipe ideal untuk jadi pacar atau isteriku . Kamu ku anggap hanya sebagai sahabatku",H347001,Aku sudah beristri,contradiction,contradiction,contradiction,neutral,contradiction,contradiction,Novel,Anak Dengan Temanku by Sabana Liar
139,P3047,"Aku juga nggak mungkin jadi pacar apalagi suami kamu . Maaf, kamu bukan tipe ideal untuk jadi pacar atau isteriku . Kamu ku anggap hanya sebagai sahabatku",H347002,Aku adalah sahabat terbaikmu,neutral,neutral,neutral,entailment,neutral,neutral,Novel,Anak Dengan Temanku by Sabana Liar
140,P3047,"Aku juga nggak mungkin jadi pacar apalagi suami kamu . Maaf, kamu bukan tipe ideal untuk jadi pacar atau isteriku . Kamu ku anggap hanya sebagai sahabatku",H347003,Kamu bukan tipe ideal dari pacarku nanti,entailment,entailment,neutral,entailment,neutral,entailment,Novel,Anak Dengan Temanku by Sabana Liar
141,P3048,"Bulan ini penjualan bukunya di google playbook sangat banyak.  11 juta untuk bulan ini yang didapat Caca.  Padahal belum ada buku baru yang diselesaikan Caca, dan diunggah di google playbook.",H348001,Caca adalah seorang penulis buku,entailment,entailment,entailment,entailment,neutral,entailment,Novel,Anak Dengan Temanku by Sabana Liar
142,P3048,"Bulan ini penjualan bukunya di google playbook sangat banyak.  11 juta untuk bulan ini yang didapat Caca.  Padahal belum ada buku baru yang diselesaikan Caca, dan diunggah di google playbook.",H348002,Penjualan buku yang ditulis caca menurun,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,Anak Dengan Temanku by Sabana Liar
143,P3048,"Bulan ini penjualan bukunya di google playbook sangat banyak.  11 juta untuk bulan ini yang didapat Caca.  Padahal belum ada buku baru yang diselesaikan Caca, dan diunggah di google playbook.",H348003,Caca menjual buku,neutral,neutral,neutral,neutral,entailment,neutral,Novel,Anak Dengan Temanku by Sabana Liar
144,P3049,"Di tangan Caca yang Caca tenteng saat ini , ada bubur ayam 1 porsi , gorengan , dan nasi kuning 2 porsi .",H349001,Caca akan makan,neutral,neutral,neutral,entailment,neutral,neutral,Novel,Anak Dengan Temanku by Sabana Liar
145,P3049,"Di tangan Caca yang Caca tenteng saat ini , ada bubur ayam 1 porsi , gorengan , dan nasi kuning 2 porsi .",H349002,Caca membeli nasi goreng,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,Anak Dengan Temanku by Sabana Liar
146,P3049,"Di tangan Caca yang Caca tenteng saat ini , ada bubur ayam 1 porsi , gorengan , dan nasi kuning 2 porsi .",H349003,Caca baru saja membeli makanan,entailment,neutral,entailment,entailment,neutral,entailment,Novel,Anak Dengan Temanku by Sabana Liar
147,P3050,Anaknya sedang baring malas di atas sofa dengan setoples kue kering ada di atas perutnya .,H350001,Anaknya sedang tidur di kamar,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,Anak Dengan Temanku by Sabana Liar
148,P3050,Anaknya sedang baring malas di atas sofa dengan setoples kue kering ada di atas perutnya .,H350002,Kue kering di toples sudah habis ,neutral,contradiction,neutral,contradiction,contradiction,contradiction,Novel,Anak Dengan Temanku by Sabana Liar
149,P3050,Anaknya sedang baring malas di atas sofa dengan setoples kue kering ada di atas perutnya .,H350003,Anaknya sedang berada di atas sofa,entailment,entailment,neutral,entailment,neutral,entailment,Novel,Anak Dengan Temanku by Sabana Liar
150,P3051,"Tahun 1948 ditandai dengan pecahnya pemberontakan besar pertama setelah Indonesia merdeka, yaitu pemberontakan PKI di Madiun.",H351001,Pemberontakan terjadi di Aceh,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
151,P3051,"Tahun 1948 ditandai dengan pecahnya pemberontakan besar pertama setelah Indonesia merdeka, yaitu pemberontakan PKI di Madiun.",H351002,Pemberotakan besar sedang terjadi di Madiun,neutral,neutral,entailment,neutral,entailment,neutral,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
152,P3051,"Tahun 1948 ditandai dengan pecahnya pemberontakan besar pertama setelah Indonesia merdeka, yaitu pemberontakan PKI di Madiun.",H351003,PKI melakukan pemberontakan pada tahun 1948 di Madiun,entailment,entailment,entailment,entailment,neutral,entailment,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
153,P3052,"Di awal pemberontakan, pembunuhan terhadap pejabat pemerintah dan para pemimpin partai yang anti komunis terjadi.",H352001,Para pemimpin partai selamat dari pemberontakan,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
154,P3052,"Di awal pemberontakan, pembunuhan terhadap pejabat pemerintah dan para pemimpin partai yang anti komunis terjadi.",H352002,Pemberontakan menyerang Pejabat pemerintah dan pemimpin partai yang anti komunis,entailment,entailment,entailment,entailment,neutral,entailment,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
155,P3052,"Di awal pemberontakan, pembunuhan terhadap pejabat pemerintah dan para pemimpin partai yang anti komunis terjadi.",H352003,Pejabat pemerintah dan pemimpin partai tidak selamat,entailment,entailment,entailment,neutral,entailment,entailment,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
156,P3053,"Mayat berjenis kelamin laki-laki tanpa identitas ditemukan mengapung di tambak milik salah satu warga dengan kondisi telanjang dada dan hanya mengenakan celana dalam.
",H353001,Mayat ditemukan dengan kondisi rapi,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Berita,https://bali.tribunnews.com/2021/03/11/geger-penemuan-mayat-tanpa-busana-3-hari-berturut-turut-salah-satunya-mengapung-di-tambak-warga.
157,P3053,"Mayat berjenis kelamin laki-laki tanpa identitas ditemukan mengapung di tambak milik salah satu warga dengan kondisi telanjang dada dan hanya mengenakan celana dalam.
",H353002,Mayat seorang remaja ditemukan warga,neutral,neutral,entailment,entailment,neutral,neutral,Berita,https://bali.tribunnews.com/2021/03/11/geger-penemuan-mayat-tanpa-busana-3-hari-berturut-turut-salah-satunya-mengapung-di-tambak-warga.
158,P3053,"Mayat berjenis kelamin laki-laki tanpa identitas ditemukan mengapung di tambak milik salah satu warga dengan kondisi telanjang dada dan hanya mengenakan celana dalam.
",H353003,Mayat itu ditemukan di tambak,entailment,entailment,entailment,entailment,entailment,entailment,Berita,https://bali.tribunnews.com/2021/03/11/geger-penemuan-mayat-tanpa-busana-3-hari-berturut-turut-salah-satunya-mengapung-di-tambak-warga.
159,P3054,Terawan selaku Ketua Tim Pengembang Vaksin Nusantara menyatakan vaksin Nusantara yang kini tengah dikembangkan pihaknya beserta RSUP dr Kariadi Semarang Universitas Diponegoro.,H354001,Terawan mengembangakan Vaksin Nusantara,neutral,neutral,entailment,neutral,entailment,neutral,Berita,https://bali.tribunnews.com/2021/03/11/terawan-akhirnya-bicara-dan-tanggapi-soal-vaksin-covid-19-nusantara-sebut-sangat-aman.
160,P3054,Terawan selaku Ketua Tim Pengembang Vaksin Nusantara menyatakan vaksin Nusantara yang kini tengah dikembangkan pihaknya beserta RSUP dr Kariadi Semarang Universitas Diponegoro.,H354002,Vaksin Nusantara sudah siap digunakan,contradiction,contradiction,contradiction,neutral,contradiction,contradiction,Berita,https://bali.tribunnews.com/2021/03/11/terawan-akhirnya-bicara-dan-tanggapi-soal-vaksin-covid-19-nusantara-sebut-sangat-aman.
161,P3054,Terawan selaku Ketua Tim Pengembang Vaksin Nusantara menyatakan vaksin Nusantara yang kini tengah dikembangkan pihaknya beserta RSUP dr Kariadi Semarang Universitas Diponegoro.,H354003,Terawan adalah Ketua Tim Pengembang Vaksin Nusantara,entailment,entailment,neutral,entailment,neutral,entailment,Berita,https://bali.tribunnews.com/2021/03/11/terawan-akhirnya-bicara-dan-tanggapi-soal-vaksin-covid-19-nusantara-sebut-sangat-aman.
162,P3055,Tokoh Kahar Muzakkar sendiri pada masa perang kemerdekaan pernah berjuang di Jawa bahkan menjadi komandan Komando Grup Sulawesi Selatan yang bermarkas di Yogyakarta.,H355001,Kahar Muzakkar adalah komandan Komando Grup Sulawesi Selatan,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
163,P3055,Tokoh Kahar Muzakkar sendiri pada masa perang kemerdekaan pernah berjuang di Jawa bahkan menjadi komandan Komando Grup Sulawesi Selatan yang bermarkas di Yogyakarta.,H355002,Kahar Muzakkar pernah berjuang di Jawa,neutral,neutral,entailment,neutral,entailment,neutral,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
164,P3055,Tokoh Kahar Muzakkar sendiri pada masa perang kemerdekaan pernah berjuang di Jawa bahkan menjadi komandan Komando Grup Sulawesi Selatan yang bermarkas di Yogyakarta.,H355003,Markas Komando yang dikomandani Kahar Musakkar berada di Yogyakarta,entailment,entailment,entailment,entailment,neutral,entailment,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
165,P3056,"Selama masa pemberontakan, Kahar Muzakkar pada tanggal 7 Agustus 1953 menyatakan diri sebagai bagian dari Negara Islam Indonesia Kartosuwiryo. ",H356001,Kahar Muzakkar melakukan pemberontakan pada tanggal 7 Agustus 1954,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
166,P3056,"Selama masa pemberontakan, Kahar Muzakkar pada tanggal 7 Agustus 1953 menyatakan diri sebagai bagian dari Negara Islam Indonesia Kartosuwiryo. ",H356002,Negara Islam Indonesia Kartosuwiryo didirikan pada tahun 1953,contradiction,contradiction,contradiction,contradiction,neutral,contradiction,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
167,P3056,"Selama masa pemberontakan, Kahar Muzakkar pada tanggal 7 Agustus 1953 menyatakan diri sebagai bagian dari Negara Islam Indonesia Kartosuwiryo. ",H356003,Kahar Muzakkar melakukan pemberontakan dengan menyatakan dirinya sebagai bagian Negara Islam,entailment,entailment,entailment,neutral,entailment,entailment,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
168,P3057,"Aku langsung mengernyit mendengar nama Kevin disebut . "" Ah , gue nggak suka sama cowok yang suka tebar pesona kayak dia . Dia keliatannya aja keren , aslinya dia itu nggak keren . """,H357001,Aku membenci Kevin,entailment,entailment,neutral,entailment,neutral,entailment,Novel,Yesterday Love by Indi Vidyafi (ISBN 978-602-443-487-8)
169,P3057,"Aku langsung mengernyit mendengar nama Kevin disebut . "" Ah , gue nggak suka sama cowok yang suka tebar pesona kayak dia . Dia keliatannya aja keren , aslinya dia itu nggak keren . """,H357002,Kevin adalah orang yang sombong,entailment,neutral,entailment,neutral,neutral,neutral,Novel,Yesterday Love by Indi Vidyafi (ISBN 978-602-443-487-8)
170,P3057,"Aku langsung mengernyit mendengar nama Kevin disebut . "" Ah , gue nggak suka sama cowok yang suka tebar pesona kayak dia . Dia keliatannya aja keren , aslinya dia itu nggak keren . """,H357003,Kevin adalah orang yang keren,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,Yesterday Love by Indi Vidyafi (ISBN 978-602-443-487-8)
171,P3058,Aku mengambil buku berukuran B5 dengan sampul berwarna hitam polos yang terletak di atas nakas .,H358001,Aku mempunyai Buku B5,entailment,neutral,neutral,entailment,neutral,neutral,Novel,Yesterday Love by Indi Vidyafi (ISBN 978-602-443-487-8)
172,P3058,Aku mengambil buku berukuran B5 dengan sampul berwarna hitam polos yang terletak di atas nakas .,H358002,Buku berukuran A5 terletak di Lemari,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,Yesterday Love by Indi Vidyafi (ISBN 978-602-443-487-8)
173,P3058,Aku mengambil buku berukuran B5 dengan sampul berwarna hitam polos yang terletak di atas nakas .,H358003,Aku mengambil buku,neutral,neutral,entailment,entailment,entailment,entailment,Novel,Yesterday Love by Indi Vidyafi (ISBN 978-602-443-487-8)
174,P3059,Apa karena Caca terlalu cinta pada laki - laki yang tidak pernah Caca sedikitpun tahu kabarnya selama 7 tahun panjang yang sudah berlalu .,H359001,Caca mencintai laki - laki yang tidak pernah ia temui,neutral,neutral,entailment,entailment,entailment,entailment,Novel,Anak Dengan Temanku by Sabana Liar
175,P3059,Apa karena Caca terlalu cinta pada laki - laki yang tidak pernah Caca sedikitpun tahu kabarnya selama 7 tahun panjang yang sudah berlalu .,H359002,Suami Caca telah pergi selama 8 Tahun,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,Anak Dengan Temanku by Sabana Liar
176,P3059,Apa karena Caca terlalu cinta pada laki - laki yang tidak pernah Caca sedikitpun tahu kabarnya selama 7 tahun panjang yang sudah berlalu .,H359003,Suami Caca telah meninggal dunia,contradiction,contradiction,contradiction,neutral,contradiction,contradiction,Novel,Anak Dengan Temanku by Sabana Liar
177,P3060,"Mama Rion , Caca . Wanita muda itu sangat suka makanan pedas , dan juga harus wajib ada sambal di rumahnya .",H360001,Caca adalah seorang Ibu,entailment,entailment,entailment,entailment,entailment,entailment,Novel,Anak Dengan Temanku by Sabana Liar
178,P3060,"Mama Rion , Caca . Wanita muda itu sangat suka makanan pedas , dan juga harus wajib ada sambal di rumahnya .",H360002,Caca menyukai makanan manis,neutral,neutral,contradiction,neutral,contradiction,neutral,Novel,Anak Dengan Temanku by Sabana Liar
179,P3060,"Mama Rion , Caca . Wanita muda itu sangat suka makanan pedas , dan juga harus wajib ada sambal di rumahnya .",H360003,Caca membenci makanan pedas,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,Anak Dengan Temanku by Sabana Liar
180,P3061,"Hidupnya sangat bahagia selama 6 tahun ini , ekonominya stabil bahkan meningkat tajam selama 6 tahun ini .",H361001,Ekonominya menurun bahkan bangkrut,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,Anak Dengan Temanku by Sabana Liar
181,P3061,"Hidupnya sangat bahagia selama 6 tahun ini , ekonominya stabil bahkan meningkat tajam selama 6 tahun ini .",H361002,Dia hidup berkecukupan,neutral,neutral,entailment,entailment,neutral,neutral,Novel,Anak Dengan Temanku by Sabana Liar
182,P3061,"Hidupnya sangat bahagia selama 6 tahun ini , ekonominya stabil bahkan meningkat tajam selama 6 tahun ini .",H361003,Selama 6 tahun ekonominya stabil bahkan meningkat,entailment,entailment,entailment,neutral,entailment,entailment,Novel,Anak Dengan Temanku by Sabana Liar
183,P3062,"Cuaca hari ini begitu panas , sinar matahari begitu menyengat , rasanya membakar kulitku . Hanya perlu berjalan sedikit lagi hingga aku mencapai tempat parkir .",H362001,Aku sedang diam dikamar,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,You are Mine by Murly
184,P3062,"Cuaca hari ini begitu panas , sinar matahari begitu menyengat , rasanya membakar kulitku . Hanya perlu berjalan sedikit lagi hingga aku mencapai tempat parkir .",H362002,Cuaca hari itu sangat panas,neutral,neutral,entailment,neutral,entailment,neutral,Novel,You are Mine by Murly
185,P3062,"Cuaca hari ini begitu panas , sinar matahari begitu menyengat , rasanya membakar kulitku . Hanya perlu berjalan sedikit lagi hingga aku mencapai tempat parkir .",H362003,Aku sudah sampai tempat parkir,entailment,entailment,neutral,neutral,entailment,entailment,Novel,You are Mine by Murly
186,P3063,"Mobil ini cukup nyaman bagiku , ia sudah menemaniku selama 2 tahun terakhir ini , walaupun hanya mobil tua pemberian ibuku namun aku bersyukur memilikinya .",H363001,Mobil tua ini sudah menemaniku selama 3 tahun,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,You are Mine by Murly
187,P3063,"Mobil ini cukup nyaman bagiku , ia sudah menemaniku selama 2 tahun terakhir ini , walaupun hanya mobil tua pemberian ibuku namun aku bersyukur memilikinya .",H363002,Mobil tua itu diberikan oleh Ibuku,entailment,entailment,entailment,neutral,neutral,entailment,Novel,You are Mine by Murly
188,P3063,"Mobil ini cukup nyaman bagiku , ia sudah menemaniku selama 2 tahun terakhir ini , walaupun hanya mobil tua pemberian ibuku namun aku bersyukur memilikinya .",H363003,Aku senang menggunakan mobil itu,neutral,neutral,neutral,neutral,entailment,neutral,Novel,You are Mine by Murly
189,P3064,"Tadi pagi sebelum pergi mengantar surat lamaran kerjaku , aku hanya meminum segelas susu dan sepotong roti yang Ibuku siapkan di atas meja makan .",H364001,Aku sudah makan nasi goreng tadi,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,You are Mine by Murly
190,P3064,"Tadi pagi sebelum pergi mengantar surat lamaran kerjaku , aku hanya meminum segelas susu dan sepotong roti yang Ibuku siapkan di atas meja makan .",H364002,Pagi tadi aku mengantar surat lamaran kerja,entailment,entailment,entailment,entailment,entailment,entailment,Novel,You are Mine by Murly
191,P3064,"Tadi pagi sebelum pergi mengantar surat lamaran kerjaku , aku hanya meminum segelas susu dan sepotong roti yang Ibuku siapkan di atas meja makan .",H364003,Ibuku menyiapkan sarapan,entailment,entailment,entailment,entailment,neutral,entailment,Novel,You are Mine by Murly
192,P3065,Teori yang dikemukakan antara lain oleh Nugroho Notosusanto dan Ismail Saleh ini merupakan teori yang paling umum didengar mengenai kudeta tanggal 30 September 1965.,H365001,Kudeta dilakukan oleh Nugroho Notosusanto pada tahun1965,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
